layer,n_nodes,fiedler_value,connectivity_ratio,spectral_entropy_norm,hfer,spectral_radius,n_benign,n_injection,density_benign,density_injection,density_cross,cut_weight,conductance,normalized_cut,modularity,separation,cut_conductance,cut_modularity,accuracy,ari,bandwidth,example_id,attack_category,position,split,n_chars_context,n_chars_attack,condition,label,n_tokens
15,296,0.5783730745315552,0.366478830575943,0.9986813068389893,0.5288500189781189,1.5781896114349365,296,0,0.0032235327286544474,nan,nan,nan,nan,nan,nan,nan,0.9478741558179831,0.09997490435461007,nan,nan,105.29834339541249,1,direct_injection,middle,train,363,20,benign,0,296
15,321,0.5831153392791748,0.3690291941165924,0.9987485408782959,0.5304895043373108,1.580133318901062,298,23,0.0031791391262115383,0.008015247333906185,0.001472229930430049,20.18132788633511,1.426607314285656,1.495848657795327,0.022256432281885678,3.4287639573485102,0.9770957354336933,0.08925237401370331,0.6915887850467289,0.005301731963965014,114.5063743676042,1,direct_injection,middle,train,363,20,injected,1,321
16,296,0.4824831485748291,0.3086225688457489,0.9983934164047241,0.5343453288078308,1.5633436441421509,296,0,0.0032079560771465184,nan,nan,nan,nan,nan,nan,nan,0.8957576949470705,0.12363003840961509,nan,nan,102.57408248674366,1,direct_injection,middle,train,363,20,benign,0,296
16,321,0.48711854219436646,0.3108733594417572,0.9984894394874573,0.5352895855903625,1.566935658454895,298,23,0.0031612540383717165,0.008756947173348632,0.0014549456765307778,19.944395333883904,1.3847184945190365,1.4535487247612076,0.024650910787442012,3.6162569819801034,0.9783484171358631,0.10128173631194828,0.7040498442367601,-0.03474011021766516,111.6081536990457,1,direct_injection,middle,train,363,20,injected,1,321
17,296,0.5880692601203918,0.3584451973438263,0.9986261129379272,0.5308618545532227,1.6406114101409912,296,0,0.0032393821661413293,nan,nan,nan,nan,nan,nan,nan,0.8582625713575353,0.105070826783178,nan,nan,113.6020973263236,1,direct_injection,middle,train,363,20,benign,0,296
17,321,0.5928747057914734,0.3617369532585144,0.998712420463562,0.5319000482559204,1.6389663219451904,298,23,0.0031978646426534204,0.007518668493151061,0.0014790190588767468,20.274393259082444,1.454232720153623,1.523389089294889,0.020654200772649078,3.3153297940547244,0.880699469220818,0.09885205400117228,0.6074766355140186,-0.04639124992288373,122.97433283089654,1,direct_injection,middle,train,363,20,injected,1,321
18,296,0.5570314526557922,0.3415946662425995,0.9986557960510254,0.5289773941040039,1.6306796073913574,296,0,0.0032631469440735365,nan,nan,nan,nan,nan,nan,nan,0.8025247126396594,0.12162475573010254,nan,nan,111.70859625196233,1,direct_injection,middle,train,363,20,benign,0,296
18,321,0.5621189475059509,0.3451973795890808,0.9987573027610779,0.5296835899353027,1.6283986568450928,298,23,0.003213532301654794,0.006062769402877295,0.001598971763905935,21.918704939622558,1.5625955040654016,1.636801556537635,0.015719467111596046,2.7604892821295994,0.8394565862022163,0.11074666277088951,0.6261682242990654,-0.007411333963020675,121.2441718761489,1,direct_injection,middle,train,363,20,injected,1,321
19,296,0.6288163661956787,0.37224429845809937,0.9987998604774475,0.5266098380088806,1.689257264137268,296,0,0.0032297840910517957,nan,nan,nan,nan,nan,nan,nan,0.8460454053614509,0.11671318649557591,nan,nan,119.12542855318823,1,direct_injection,middle,train,363,20,benign,0,296
19,321,0.6334905624389648,0.374237596988678,0.9988855123519897,0.5275347232818604,1.6927496194839478,298,23,0.003188687128231095,0.005155604911742414,0.0015698039763145672,21.518872907320088,1.6097093933025384,1.6831583160472292,0.013222856576370902,2.5828568917222414,0.9020504830526931,0.11740154926978011,0.5358255451713395,0.0017399438722108726,129.5879614113349,1,direct_injection,middle,train,363,20,injected,1,321
20,296,0.5996912121772766,0.36218711733818054,0.998429536819458,0.5366147756576538,1.6557496786117554,296,0,0.0031515023422888436,nan,nan,nan,nan,nan,nan,nan,0.9464419255019522,0.058874308403803866,nan,nan,114.42516233588476,1,direct_injection,middle,train,363,20,benign,0,296
20,321,0.5942062139511108,0.35758352279663086,0.9985174536705017,0.5372335910797119,1.6617270708084106,298,23,0.0031060324545897707,0.006809522923669481,0.0015282592891650733,20.949378335874826,1.5049508018109623,1.5783602350540813,0.018698358177494438,3.0092917433124544,0.9148514850665194,0.07755189475100119,0.514018691588785,-0.016026818600501275,123.80312935253603,1,direct_injection,middle,train,363,20,injected,1,321
21,296,0.5351316332817078,0.3325081765651703,0.9983692169189453,0.5369399785995483,1.6093789339065552,296,0,0.002975168013604791,nan,nan,nan,nan,nan,nan,nan,1.094812269482281,0.09148512655496367,nan,nan,104.13182749425546,1,direct_injection,middle,train,363,20,benign,0,296
21,321,0.5370730757713318,0.3328375220298767,0.9984380602836609,0.5383001565933228,1.6136194467544556,298,23,0.002919907908096834,0.007708165442144034,0.0015362712699307898,21.059206568211266,1.4594110487245742,1.5377100040067901,0.02234082532782508,3.088105878263679,1.085438199937462,0.09532110123779874,0.6386292834890965,0.06133963689510799,113.15716869297664,1,direct_injection,middle,train,363,20,injected,1,321
0,226,0.549631655216217,0.48604026436805725,0.9989156126976013,0.5151996612548828,1.1308356523513794,226,0,0.00425220194205389,nan,nan,nan,nan,nan,nan,nan,0.7438613771390155,0.17826846156692702,nan,nan,50.2917535067114,2,direct_injection,end,train,250,76,benign,0,226
0,246,0.5466386079788208,0.48316189646720886,0.9990102052688599,0.5146962404251099,1.1313776969909668,227,19,0.0041678190848422935,0.00593650096221364,0.002316029243067135,19.978068250697106,1.6621632905902661,1.751428210282243,0.012023244066095505,2.147710112952822,0.7603049282567917,0.17602114178183823,0.6585365853658537,-0.07062566359787294,54.52012415735749,2,direct_injection,end,train,250,76,injected,1,246
1,226,0.3840424418449402,0.30118417739868164,0.9979177713394165,0.5384591221809387,1.2751083374023438,226,0,0.004191950945170013,nan,nan,nan,nan,nan,nan,nan,0.5740190799061569,0.24227344463730408,nan,nan,43.767064429042435,2,direct_injection,end,train,250,76,benign,0,226
